Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
aeroqual-test-kit-for-well,Aeroqual Test Kit for WELL,"<h3 data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">Coronavirus / COVID-19 FEATURED ITEM!</strong></span></h3>
<p data-mce-fragment=""1"">The Indoor Air Quality Test Kit for WELL is for consultants and air quality professionals who require a set of tools to measure indoor pollutants designated by the Air Concept for IWBI’s<span data-mce-fragment=""1""> </span><a href=""https://www.wellcertified.com/"" data-mce-fragment=""1"" data-mce-href=""https://www.wellcertified.com/"" target=""_blank"">WELL Building Standard</a><sup data-mce-fragment=""1"">TM</sup><span data-mce-fragment=""1""> </span>(WELL).</p>
<p data-mce-fragment=""1"">The Kit features Aeroqual’s proven <a href=""https://www.pine-environmental.com/products/aeroqual_ozone_monitor?_pos=8&amp;_sid=dcffc7238&amp;_ss=r"" data-mce-fragment=""1"" data-mce-href=""https://www.pine-environmental.com/products/aeroqual_ozone_monitor?_pos=8&amp;_sid=dcffc7238&amp;_ss=r"">Series 500 portable monitor</a> that can be used to measure a range of WELL designated pollutants by simply swapping the sensor heads for the pollutant you wish to monitor. The kit includes the following sensors: a particulate matter (PM) sensor (PM<sub data-mce-fragment=""1"">2.5</sub>/PM<sub data-mce-fragment=""1"">10</sub>), two indoor pollutant gas sensors (O<sub data-mce-fragment=""1"">3</sub>, CO), and a combined temperature and relative humidity sensor.</p>
<p data-mce-fragment=""1"">We can supply specific packages to consultants and occupational hygienists for compliance checks. Since 2016 when the WELL standard was published, Aeroqual has sold numerous portable monitor and sensor head kits to assessors to monitor the air quality of buildings for certification to the <a href=""https://new.usgbc.org/leed"" data-mce-fragment=""1"" data-mce-href=""https://new.usgbc.org/leed"" target=""_blank"">LEED standard</a>.</p>
<p data-mce-fragment=""1"">Based on “real world” performance specifications, the Aeroqual sensor heads in the kit can help you meet the requirements of Feature 18 of the WELL Building Standard (v1) and, if applicable, Feature A08 of the WELL Building Standard (v2 Pilot).</p>",Aeroqual,Equipment,"Coronavirus, COVID Equipment Rentals, COVID Equipment Sales, COVID-19, Indoor Air Quality, Rental",true,Title,Default Title,,,,,'52269,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0037/6635/3966/products/well-compliance-kit-portable-monitor-580x580.jpg?v=1606249363,1,,false,,,,,,,,,,,,,,,,,kg,,,active
extendacam,ExtendaCam,"<span data-mce-fragment=""1"">Quickly access and inspect out-of-reach targets up to 20-feet away with the iShot Imaging XtendaCam® Manual Tilt Video Pole Inspection System. The XtendaCam® is designed specifically for viewing, illuminating, and recording inaccessible areas in a matter of minutes. The system boasts a 1/4-inch CCD zoom camera in a waterproof housing attached to a manual tilting mechanism allowing the user to change the vertical orientation of the camera in a 320-degree range. The camera system offers a crisp video output: 40 to 1 zoom ratio, auto-focus, variable shutter, gain, exposure, white balance, and backlight compensation. An LED light ring provides auxiliary lighting that reaches targets up to 25-feet away. The camera functions and lighting are controlled via a touch pad on the XtendaCam® body.</span>",Danatronics NDT,Equipment,"Equipment, Rental, Tank & Vessel Cameras, Video Cameras",true,Title,Default Title,,,,,'52173,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0037/6635/3966/products/extenda.jpg?v=1603992820,1,,false,,,,,,,,,,,,,,,,,kg,,,active
mfe-mark-4-tank-floor-scanner,MFE Mark 4 Tank Floor Scanner,"<div data-mce-fragment=""1"">The Mark IV takes the precision, reliability, and durability of its predecessors to another level with upgraded, user-friendly software and a lightweight build. Its slim design boasts an unprecedented weight of only 65 lb. </div>
<div data-mce-fragment=""1""> </div>
<div data-mce-fragment=""1"">The convenience of using the new Mark IV will be outweighed only by the confidence in its reporting features and ability to discover volume loss in real-time with its true real-time display.</div>",MFE,Equipment,"Rental, Tank Floor Scanners",true,Title,Default Title,,,,,'56099,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0037/6635/3966/products/56099-MFE-Mark-4-v1.png?v=1602866605,1,,false,,,,,,,,,,,,,,,,,kg,,,active
mfe-mark-4-tank-floor-scanner,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/56099-MFE-Mark-4-v2.png?v=1602866605,2,,,,,,,,,,,,,,,,,,,,,,
mfe-mark-4-tank-floor-scanner,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/56099-MFE-Mark-4-v3.png?v=1602866605,3,,,,,,,,,,,,,,,,,,,,,,
mfe-mark-4-tank-floor-scanner,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/56099-MFE-Mark-4-v4.png?v=1602866605,4,,,,,,,,,,,,,,,,,,,,,,
mfe-mark-4-tank-floor-scanner,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/56099-MFE-Mark-4-v5.png?v=1602866605,5,,,,,,,,,,,,,,,,,,,,,,
blue-nitrile-disposable-gloves-powder-free-textured-4-mil-latex-free-medium,"Blue Nitrile Disposable Gloves, Powder-Free Textured, 4 mil Latex-Free, Medium","<h3><span style=""color: #ff2a00;""><strong>Coronavirus / COVID-19 FEATURED ITEM!</strong></span></h3>
<p>Nitrile gloves are designed to provide superior fit, feel, and strength without the risk of latex allergens. Its textured fingertips ensure gripping capabilities in both wet and dry work environments. These gloves are ideal for automotive, food, laboratory, and pharmaceutical applications, plus they are ESD tested and approved, which is safe for use with sensitive electronics or flammable liquids.</p>
<p><strong>Unit: Box of 100</strong></p>",Pine Environmental,Consumable,"Consumable, Coronavirus, COVID Supply Sales, COVID-19, Gloves, Hygiene / Safety",true,Title,Default Title,,,,,'73466,498.9,shopify,deny,manual,13.40,,true,true,"",https://cdn.shopify.com/s/files/1/0037/6635/3966/products/73466-Glove-Nitrile-Semperguard-PFT-M-hr.jpg?v=1598909013,1,,false,,,,,,,,,,,,,,,,,kg,,,active
blue-nitrile-disposable-gloves-powder-free-textured-4-mil-latex-free-extra-large,"Blue Nitrile Disposable Gloves, Powder-Free Textured, 4 mil Latex-Free, Extra-Large","<h3><span style=""color: #ff2a00;""><strong>Coronavirus / COVID-19 FEATURED ITEM!</strong></span></h3>
<p>Nitrile gloves are designed to provide superior fit, feel, and strength without the risk of latex allergens. Its textured fingertips ensure gripping capabilities in both wet and dry work environments. These gloves are ideal for automotive, food, laboratory, and pharmaceutical applications, plus they are ESD tested and approved, which is safe for use with sensitive electronics or flammable liquids.</p>
<p><strong>Unit: Box of 100</strong></p>",Pine Environmental,"","Consumable, Coronavirus, COVID Supply Sales, COVID-19, Gloves, Hygiene / Safety",true,Title,Default Title,,,,,'73022,566.9,shopify,deny,manual,12.40,,true,true,"",https://cdn.shopify.com/s/files/1/0037/6635/3966/products/73022-Glove-Nitrile-Semperguard-PFT-XL-hr.jpg?v=1598908479,1,,false,,,,,,,,,,,,,,,,,kg,,,active
wildco-kemmerer-sampler-6-2l,"Wildco Kemmerer Sampler, 6.2L","<p>Based on a 1927 design by Dr. George Kemmerer, University of Wisconsin, the Kemmerer bottle has long been favored by limnologists and ﬁshery biologists. With few moving parts and a simple trip, it offers trouble-free operation.</p>
<p>This series of versatile bottles are sized from 0.4 to 6.2 liters. All are constructed with corrosion-resistant stainless steel. Seals are made of silicone which is a better alternative to polyurethane in that silicone does not leach metal contaminants. Metal parts are 316 or 304 stainless steel except for fasteners and plastic-coated cables of 18-8 steel.<br><br>When running metal or any other chemical analysis, it is best to run a blank on the sampler prior to use.</p>
<p>Using Kemmerer Samplers<br>1. All-Angle™ trip heads lock the seals open before lowering into the water. In the open position, water flows smoothly around the bottom seal and into the cylinder, thereby obtaining an accurate and representative water sample to the milligram per liter (mg/L) level.<br>2. Lower the bottle on a line to the desired depth.<br>3. Drop a messenger down the line<br>4. Shaft retainer opens and top seal falls, closing both ends</p>",Wildco,Equipment,"Composite / Grab Samplers, Composite Samplers, Rental, Water Samplers",true,Title,Default Title,,,,,'61296,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0037/6635/3966/products/61296-Wildco-Kemmerer-Smplr-v1.png?v=1594409925,1,,false,,,,,,,,,,,,,,,,,kg,,,active
wildco-kemmerer-sampler-6-2l,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/61296-Wildco-Kemmerer-Smplr.jpg?v=1594409925,2,,,,,,,,,,,,,,,,,,,,,,
wildco-kemmerer-sampler-6-2l,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/61296-Wildco-Kemmerer-Smplr-v2.jpg?v=1594409925,3,,,,,,,,,,,,,,,,,,,,,,
wildco-kemmerer-sampler-6-2l,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/61296-Wildco-Kemmerer-Smplr-v3.jpg?v=1594409925,4,,,,,,,,,,,,,,,,,,,,,,
landtec-gem-5000-plus-landfill-gas-monitor-with-co-h2s-sensors,Landtec GEM 5000 Plus Landfill Gas Monitor,"<strong>The Next Generation of GEM™ Instrument</strong><br>The GEM™5000 is designed specifically for use in landfills to monitor Landfill Gas (LFG) Collection &amp; Control Systems. The GEM™ 5000 samples and analyzes the methane, carbon dioxide and oxygen content of landfill gas with options for additional analysis.<br><br>GEM5000 Complete Package Includes:<br>The instrument, hoses, heavy-duty water trap filter, soft case, A.C. battery charger, electronic manual accompanies the software, LANDTEC System Gas Analyzer Manager (LSGAM) software, USB download cable, and hard-case. Reads: Methane, Carbon Dioxide, Oxygen, temperature (when used with optional probe), atmospheric pressure, differential pressure and calculates gas flow.<br><br>NAV and Plus model packages also include more features such as GPS and additional gas measurements",QED/Landtec,Equipment,"Esale, Multi / Single Gas Monitors, Rental",true,Title,Default Title,,,,,'51158,0.0,,deny,manual,0.00,,false,true,"",https://cdn.shopify.com/s/files/1/0037/6635/3966/products/51158-Landtec-GEM-5000_Plus-Landfill-Gas-Monitor.jpg?v=1592515216,1,,false,,,,,,,,,,,,,,,,,lb,,,active
landtec-gem-5000-plus-landfill-gas-monitor-with-co-h2s-sensors,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/51158-Landtec-GEM-5000_Plus-Landfill-Gas-Monitor2.jpg?v=1592515216,2,,,,,,,,,,,,,,,,,,,,,,
landtec-gem-5000-plus-landfill-gas-monitor-with-co-h2s-sensors,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/51158-Landtec-GEM-5000_Plus-Landfill-Gas-Monitor3.jpg?v=1592515216,3,,,,,,,,,,,,,,,,,,,,,,
landtec-gem-5000-plus-landfill-gas-monitor-with-co-h2s-sensors,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/51158-Landtec-GEM-5000_Plus-Landfill-Gas-Monitor4.jpg?v=1592515216,4,,,,,,,,,,,,,,,,,,,,,,
landtec-gem-5000-plus-landfill-gas-monitor-with-co-h2s-sensors,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/51158-Landtec-GEM-5000_Plus-Landfill-Gas-Monitor5.jpg?v=1592515216,5,,,,,,,,,,,,,,,,,,,,,,
vectorfog-go-z200-5-liter-disinfectant-cold-fogger-sprayer,"VectorFog Go Z200, 5 Liter Disinfectant Cold Fogger Sprayer",<p>Ultra-low volume (ULV) spraying is a well-established spraying technique used in massive aerial spraying campaigns against disease vectors. A major benefit of ULV application is a high work rate (i.e. many hectares can be treated in one day). ULV fogging machines are cold fogging machines that use large volumes of air at low pressures to transform the liquid into droplets that are dispersed into the atmosphere.</p>,Vector Fog,Equipment,"Coronavirus, COVID Equipment Rentals, Esale, Industrial Hygiene, Rental",false,Title,Default Title,,,,,'56376,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0037/6635/3966/products/56376-VF-Go-Z200-Fogger-Sprayer.jpg?v=1592515134,1,,false,,,,,,,,,,,,,,,,,lb,,,active
bp125-disinfectant-sprayer-fogger-10l,"BP125 Disinfectant Sprayer Fogger, 10L","Backpack Sprayer, Commercial Quality Heavy Duty Sprayer.<br><br>
<ul>
<li>WAND INCLUDED: Meet all your spraying needs with an adjustable wand. Includes plastic squeeze handle with locking mechanism.<br><br>
</li>
<li>WIDE MOUTH LID - Large wide mouth lid allows for easy filling with screen filter to keep dirt &amp; debris out of the tank.<br><br>
</li>
<li>TRANSCLUENT TANK WITH GALLON MARKINGS: The translucent tank with gallon markers allows you to easily see how much solution you’re mixing in and how much is left in the tank. A variable PSI pressure adjuster allows you to control your perfect spray.</li>
</ul>",Net Zero Tools,Equipment,"Coronavirus, COVID Equipment Rentals, Esale, Industrial Hygiene, Rental",true,Title,Default Title,,,,,'56377,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0037/6635/3966/products/56377-BP125-Sprayer-Fogger.png?v=1592515131,1,,false,,,,,,,,,,,,,,,,,lb,,,active
ge-xl-vu-6-1mm-x-8-0m-borescope,GE XL VU 6.1mm x 8.0m Borescope,"<p><strong>Portability</strong><br>XL Vu VideoProbe system provides inspectors with unparalleled access—without a bulky base unit. Weighing as little as 1.77 kg (3.90 lb), the XL Vu VideoProbe system can easily view anywhere.</p>
<p><br><strong>Image Quality</strong><br>GE’s XL Vu borescope utilizes LED illumination to display excellent image quality. You can save clear, accurate still images and motion video to the internal flash memory or removable USB ThumbDrive™.</p>",GE Inspection Technologies,Equipment,"Esale, Rental, Videoscopes & Borescopes",true,Title,Default Title,,,,,'55885,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0037/6635/3966/products/55885-GE-XL-Vu-Borescope-v1.jpg?v=1588870004,1,,false,,,,,,,,,,,,,,,,,kg,,,active
ge-xl-vu-6-1mm-x-8-0m-borescope,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/55885-GE-XLVU-Borescope-v3.png?v=1588870004,2,,,,,,,,,,,,,,,,,,,,,,
ge-xl-vu-6-1mm-x-8-0m-borescope,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/55885-GE-XL-Vu-Borescope-v2.jpg?v=1588870004,3,,,,,,,,,,,,,,,,,,,,,,
hygiena-ultrasnap-atp-surface-swabs,Hygiena Ultrasnap ATP Surface Swabs,"<h3><span style=""color: #ff2a00;""><strong>Coronavirus / COVID-19 FEATURED ITEM!</strong></span></h3>
<p>UltraSnap™ is a user-friendly, all-in-one ATP surface test used with the Hygiena ATP Cleaning Verification System. This pen-sized sample collection device is easy to use, small, and environmentally friendly. In just 15 seconds, UltraSnap helps to verify the cleanliness of environmental surfaces and medical equipment.</p>
<p><strong>Unit: Pack of 100</strong></p>",Hygiena,Equipment,"ATP Test Swabs / LED Calibration Verification, COVID Supply Sales, Hygiene / Safety, Rental",true,Title,Default Title,,,,,'79730,680.388555,,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0037/6635/3966/products/79730-Hyg-ultrasnap-atp-surface-swabs_5aeefab2-6070-4c46-acdd-7b3f4a4d117a.jpg?v=1592515144,1,,false,,,,,,,,,,,,,,,,,lb,,,active
hygiena-ultrasnap-atp-surface-swabs,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/79730-Ultrasnap-ATP-surface-swabs_dd0e8ade-ce8b-4835-a350-742504f5711d.jpg?v=1592515144,2,,,,,,,,,,,,,,,,,,,,,,
hygiena-calcheck-led-calibration-control-kit,Hygiena CalCheck LED Calibration Control Kit,"<h3><span style=""color: #ff2a00;""><strong>Coronavirus / COVID-19 FEATURED ITEM!</strong></span></h3>
<p>CalCheck is a reusable LED device for quick and reliable luminometer calibration verification – in less than one minute!<br><br>Though Hygiena™ luminometers already run a calibration self-check at startup, a robust quality control program often requires proof of instrument calibration. In-house calibration checks confirm the Hygiena luminometer is working properly and demonstrates due diligence that a monitoring system is in control. CalCheck provides an all-in-one, reusable positive, and negative calibration verification device, activated by the click of a button.</p>
<p><strong>Unit: Each</strong></p>",Hygiena,Equipment,"ATP Test Swabs / LED Calibration Verification, COVID Supply Sales, Hygiene / Safety, Rental",true,Title,Default Title,,,,,'20766,453.59237,,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0037/6635/3966/products/20766-Hygiena-CalCheck-LED-Con-Kit_56d286bc-1620-44a7-8ff1-78f2d7da0fcc.jpg?v=1592515146,1,,false,,,,,,,,,,,,,,,,,lb,,,active
hygiena-ensure-touch-atp-luminometer,Hygiena EnSURE Touch ATP Luminometer,"<h3><span style=""color: #ff2a00;""><strong>Coronavirus / COVID-19 FEATURED ITEM!</strong></span></h3>
<p>EnSURE™ Touch is an advanced cleaning verification and monitoring system that collects, analyzes, and reports data so you can prove the effectiveness of your facility cleaning and infection prevention programs. EnSURE™ Touch features a 5-inch touch screen, wireless sync technology, cloud-based software, and the ability to conduct a wide range of tests, EnSURE™ Touch is designed to adapt to your workplace, providing the data you need to optimize infection prevention and lower HAI rates.</p>",Hygiena,Equipment,"Coronavirus, COVID Equipment Rentals, Industrial Hygiene, Rental",true,Title,Default Title,,,,,'56378,0.0,,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0037/6635/3966/products/56378-EnSureTouch-stand-out_172b2a00-9ff8-4b17-aaa3-43e7c0923b8c.jpg?v=1592515140,1,,false,,,,,,,,,,,,,,,,,lb,,,active
hygiena-ensure-touch-atp-luminometer,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/56378-EnSure-Touch-app1_e8365eb3-f08c-49d5-80e9-1faa0e991c70.jpg?v=1592515140,2,,,,,,,,,,,,,,,,,,,,,,
hygiena-ensure-touch-atp-luminometer,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/56378-EnSureTouch-app2_aa3d5f52-bd6c-4f23-ac84-e2e0cee4ba19.jpg?v=1592515140,3,,,,,,,,,,,,,,,,,,,,,,
sensor-networks-ptzx36n-industrial-camera-system,Sensor Networks PTZx36N Industrial Camera System,"<span>PTZx includes everything you need to perform tank, vessel, or large-area inspections of piping and facility infrastructure. Even with 100’ of cable, cable reel, monitor, and digital recorder, this system weighs under 30 lbs. (13.6 kg) and can be carried in one hand. The result of decades of RVI experience, PTZx is rugged, reliable, waterproof, and easy-to-use.</span>",Sensor Networks,"","Esale, Rental, Tank & Vessel Cameras",true,Title,Default Title,,,,,'52179,29000.0,,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0037/6635/3966/products/52179-Tilt-Cam-Attached-A.jpg?v=1587684905,1,,false,,,,,,,,,,,,,,,,,kg,,,active
sensor-networks-ptzx36n-industrial-camera-system,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/52179-Tilt-Cam-A.jpg?v=1587684905,2,,,,,,,,,,,,,,,,,,,,,,
sensor-networks-ptzx36n-industrial-camera-system,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/52179-PTZx-Rendering-withGraphics.jpg?v=1587684905,3,,,,,,,,,,,,,,,,,,,,,,
sensor-networks-ptzx36n-industrial-camera-system,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/52179-Front-Angle-2-Lights-A.jpg?v=1587684905,4,,,,,,,,,,,,,,,,,,,,,,
sensor-networks-ptzx36n-industrial-camera-system,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/52179-Front-Angle-4-Lights-A.jpg?v=1587684906,5,,,,,,,,,,,,,,,,,,,,,,
olympus-flexoform-scanner,Olympus FlexoFORM Scanner,"<p>The innovative FlexoFORM™ scanner makes challenging pipe elbow corrosion inspection easier. With flexible phased array technology, one probe is all you need to cover the full range of elbow diameters.<br>Pipe elbows are susceptible to damage, such as from flow-accelerated corrosion (FAC). However, inspecting them poses unique challenges. Because their surface shape changes from convex on the extrados (outside curve) to concave on the intrados (inside curve), and because many diameter standards exist, ultrasonic testing to evaluate damage in the elbow was limited to doing spot check thickness measurements using probes with small footprints.</p>
<p>The FlexoFORM™ solution solves the challenges of pipe elbow inspection and enables 100% coverage with intuitive C-scan imaging. The solution integrates flexible ultrasonic phased array probe technology and a water column in a scanner that is easy to use and offers high productivity</p>",Olympus IMS,Equipment,"Esale, Rental, Ultrasonic Flaw Detectors & Phased Array Systems",true,Title,Default Title,,,,,'52172,0.0,,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0037/6635/3966/products/52172-Olympus-Flexoform-Scanner-v1_c992af25-b84c-4ef0-b9c1-9fd874b5afa2.jpg?v=1592515157,1,,false,,,,,,,,,,,,,,,,,lb,,,active
olympus-flexoform-scanner,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/52172-Olympus-Flexoform-Scanner-v2_d781b7dd-8694-40e5-a3d0-a4718dedc33f.jpg?v=1592515157,2,,,,,,,,,,,,,,,,,,,,,,
