Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
aeroqual-test-kit-for-well,Aeroqual Test Kit for WELL,"<h3><span style=""color: #ff2a00;""><strong>Coronavirus / COVID-19 FEATURED ITEM!</strong></span></h3>
<p data-mce-fragment=""1"">The Indoor Air Quality Test Kit for WELL is for consultants and air quality professionals who require a set of tools to measure indoor pollutants designated by the Air Concept for IWBI’s<span data-mce-fragment=""1""> </span><a href=""https://www.wellcertified.com/"" target=""_blank"">WELL Building Standard</a><sup data-mce-fragment=""1"">TM</sup><span data-mce-fragment=""1""> </span>(WELL).</p>
<p data-mce-fragment=""1"">The Kit features Aeroqual’s proven <a href=""https://www.pine-environmental.com/products/aeroqual_ozone_monitor?_pos=8&amp;_sid=dcffc7238&amp;_ss=r"">Series 500 portable monitor</a> that can be used to measure a range of WELL designated pollutants by simply swapping the sensor heads for the pollutant you wish to monitor. The kit includes the following sensors: a particulate matter (PM) sensor (PM<sub data-mce-fragment=""1"">2.5</sub>/PM<sub data-mce-fragment=""1"">10</sub>), two indoor pollutant gas sensors (O<sub data-mce-fragment=""1"">3</sub>, CO), and a combined temperature and relative humidity sensor.</p>
<p data-mce-fragment=""1"">We can supply specific packages to consultants and occupational hygienists for compliance checks. Since 2016 when the WELL standard was published, Aeroqual has sold numerous portable monitor and sensor head kits to assessors to monitor the air quality of buildings for certification to the <a data-mce-fragment=""1"" href=""https://new.usgbc.org/leed"" data-mce-href=""https://new.usgbc.org/leed"" target=""_blank"">LEED standard</a>.</p>
<p data-mce-fragment=""1"">Based on “real world” performance specifications, the Aeroqual sensor heads in the kit can help you meet the requirements of Feature 18 of the WELL Building Standard (v1) and, if applicable, Feature A08 of the WELL Building Standard (v2 Pilot).</p>",Aeroqual,Equipment,"Coronavirus, COVID Equipment Rentals, COVID Equipment Sales, COVID-19, Indoor Air Quality, Rental",true,Title,Default Title,,,,,'52269,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0065/4616/1748/products/well-compliance-kit-portable-monitor-580x580.jpg?v=1606249656,1,,false,,,,,,,,,,,,,,,,,lb,,,active
olympus-delta-standard-4000-analyzer,Olympus Delta- Standard 4000 Analyzer,"<span data-mce-fragment=""1"">DELTA Environmental Handheld XRF Analyzers test for dangerously high levels of RCRA, Priority Pollutant and Hazardous Metals in seconds. HHXRF is used for soils and sediments according to EPA 6200, ISO/DIS13196, and other SOPs, filters per NIOSH or OSHA methods, screening surfaces and measuring dust wipes for Pb, Cd, Cr, As, Hg and more.</span>",Olympus IMS,Equipment,product_upload_october_13,true,Title,Default Title,,,,,'55347,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0065/4616/1748/products/InnovX_Delta_232x300_7aaa498a-75f9-4e3f-b027-7b32598dfe38.jpg?v=1604427556,1,,false,,,,,,,,,,,,,,,,,lb,,,active
olympus-delta-standard-4000-analyzer,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0065/4616/1748/products/DELTA-Docking-Station-Call-Words.jpg?v=1604427556,2,,,,,,,,,,,,,,,,,,,,,,
bailer-sf-dis-pvc-w-1-6-x-36-sinkfast-aqua-bailer,Bailer- SF -Dis PVC W-1.6 X 36 Sinkfast - Aqua Bailer,"<span data-mce-fragment=""1"">AquaClear PVC Bailers are made of rigid, clear PVC and have been certified by an independent lab to guarantee sample integrity. The bailers are clear, which allows for visual inspection of the contents, and are an ideal choice for groundwater fieldwork. Strict tolerances are maintained on the PVC tubes to ensure the bailers fall directly and do not get caught on the sides of the well.</span>",Aqua Bailers,Consumable,product_upload_october_13,true,Title,Default Title,,,,,'71800,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0065/4616/1748/products/AquaClear-R-1-1024x1024.jpg?v=1604427058,1,,false,,,,,,,,,,,,,,,,,lb,,,active
mercury-vapor-analyzer-j405-w-full-communications-capab,Mercury Vapor Analyzer- J405 w/Full Communications capab.,"<span data-mce-fragment=""1"">A development of existing models in our rental fleet, the J405 Mercury analyzer from Jerome uses proven technology to provide greater accuracy and usability for toxic gas and vapor detection. Lighter improved ergonomics, a larger display as well as improved data storage, retrieval and communications, are just a few of the J405's new features. The perfect hire instrument for a wide range of mercury-related applications, typical users might include: Environmental consultants, Health &amp; Safety managers, Emergency Response Teams, Hazardous Cleanup operatives and Waste Recycling monitors to mention but a few.</span>",Jerome,Equipment,product_upload_october_13,true,Title,Default Title,,,,,'51175,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0065/4616/1748/products/1438_1024x1024_2x_84a1a479-8349-4481-9160-620dce13de30.jpg?v=1604425148,1,,false,,,,,,,,,,,,,,,,,lb,,,active
proceq-equotip-550-w-leeb-d-uci-probe-kit,PROCEQ Equotip 550 w/ Leeb D & UCI Probe Kit,"<p data-mce-fragment=""1"">The Equotip 550 is the most versatile all-in-one solution for portable hardness testing. The Leeb hardness principle is based on the dynamic (rebound) method and is best suited for on-site testing of heavy, large or already installed parts.</p>
<p data-mce-fragment=""1"">In combination with the Equotip Portable Rockwell Probe, the Equotip 550 can be extended with the traditional Rockwell static test method. This additionally allows automatic on-site correlation of Leeb to Portable Rockwell true indention hardness value.</p>
<p data-mce-fragment=""1"">The new generation Equotip Touchscreen interface is specifically designed to provide an exceptional user experience. The enhanced software provides interactive wizards, automatic verification processes, personalization options and custom report functions. Furthermore, it is compatible with upcoming developments.</p>
<p data-mce-fragment=""1"">The full color display allows best possible measuring and analysis of the measured data. The specially designed housing optimizes the on-site usage of the device in harsh environments.</p>
<p data-mce-fragment=""1"">To date, Proceq's Equotip has become established as a globally recognized measuring technique and a de facto industry standard. The Equotip devices fully meet the demand for non-destructive hardness testing in a broad range of industries.</p>",Proceq,Equipment,product_upload_october_13,true,Title,Default Title,,,,,'55934,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0065/4616/1748/products/1336_1024x1024_2x_5b8875cd-baeb-4b44-890b-f5a8ec477551.jpg?v=1604424956,1,,false,,,,,,,,,,,,,,,,,lb,,,active
gas-meter-rki-eagle-ii-lel-cat-w-pid,Gas Meter- RKI Eagle II LEL (CAT) w/ PID,"<p data-mce-fragment=""1"">RKI is proud to offer the next generation of our popular EAGLE portable gas detector. Equipped with features that are not available on competitive units, the EAGLE 2 is a powerful instrument that does more than just offer the standard confined space protection for LEL, O2, H2S and CO.</p>
<p data-mce-fragment=""1"">The EAGLE 2 available features include a PID sensor for detecting high or low ppm levels (0-50 &amp; 0-2,000) of VOC gases; % volume capability for CH4 and H2 using a TC (thermal conductivity) sensor; ppm or LEL hydrocarbon detection at the push of a button; infrared sensors for CO2 (ppm or % volume), methane or hydrocarbons in LEL and % volume ranges; Optional LEL / ppm H2 specific sensor, methane elimination feature for environmental applications; and a variety of super toxic gases.</p>",RKI,Equipment,product_upload_october_13,true,Title,Default Title,,,,,'55290,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0065/4616/1748/products/1368_1024x1024_2x_1024x1024_2x_724577a9-e18a-4b0c-afb9-37ecf2b5b1da.jpg?v=1604423246,1,,false,,,,,,,,,,,,,,,,,lb,,,active
ctd-diver-di271-10-meter,CTD-Diver DI271- 10 Meter,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Where there is a need to monitor groundwater levels and salt water intrusion , injected wastewater, or contamination from chemical discharges and landfill sites, the CTD-Diver® with its 22 mm diameter rugged, corrosion proof ceramic (zirconium-oxide) housing, is the instrument of choice.</span></p>
<div data-mce-fragment=""1"">
<p data-mce-fragment=""1"">The CTD-Diver is a submersible datalogger for long-term uninterrupted, real-time water level monitoring using a pressure sensor when submerged at a fixed level under the water surface. The pressure sensor measures the equivalent hydrostatic pressure of the water above the sensor diaphragm to calculate the total water depth. In addition, to a pressure sensor the CTD-Diver is also equipped with a 4-electrode conductivity sensor for measuring the true or specific electrical conductivity of the water. The Diver autonomously measures conductivity, pressure and temperature and records them in its internal memory. The Diver is ideal for ground and surface water level applications.</p>
<p data-mce-fragment=""1"">The CTD-Diver is equipped with a four-electrode conductivity sensor that measures electrical conductivity from 0 to 120 mS/cm. There are two options for measuring conductivity: true or specific conductivity at 25 °C.</p>
<p data-mce-fragment=""1"">The CTD-Diver can store 48,000 measurements (date/time, pressure, temperature and conductivity).</p>
<p data-mce-fragment=""1"">The CTD-Diver has the following sample methods: fixed length intervals, event dependent, averaging and pumping test.</p>
<p data-mce-fragment=""1"">The CTD-Diver is available in the following pressure ranges: 10 m, 50 m and 100 m.</p>
</div>",VanEssen,Equipment,product_upload_october_13,true,Title,Default Title,,,,,'51923,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0065/4616/1748/products/ctd-diver-di27x-800-600x600.png?v=1604422674,1,,false,,,,,,,,,,,,,,,,,lb,,,active
wlm-300-solinst,WLM- 300'- Solinst,"<strong data-mce-fragment=""1"">The<span data-mce-fragment=""1""> </span><span data-mce-fragment=""1"" property=""name"">Solinst 101 Water Level Meter</span></strong><span data-mce-fragment=""1""> with </span><span data-mce-fragment=""1"" property=""description"">P7 Probe features an extremely durable, laser marked PVDF flat tape, with an enhanced dog bone design that is thicker, reducing adherence to the side of well casing. The PVDF flat tape is laser marked every 1/100 ft or each mm; lengths up to 5000 ft (1500 m). New flat tape has increased tensile strength and electrical efficiency by using 6 strands of copper coated stainless steel and 13 strands of stainless steel in each conductor. The P7 Water Level Meter Probe is engineered to allow submersion to 1000 ft. (300 m). Sensor at the tip of the probe provides consistently accurate measurements in wells, boreholes, and cascading water, with almost zero displacement.</span>",Solinst,Equipment,product_upload_october_13,true,Title,Default Title,,,,,'51708,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0065/4616/1748/products/101-landing_2_1024x1024_2x_09271e3a-5b60-457f-a723-2f709b7de424.jpg?v=1604422207,1,,false,,,,,,,,,,,,,,,,,lb,,,active
iaq-tsi-q-trak-7575-x-meter-only,IAQ- TSI Q-Trak 7575-X Meter Only,"<span data-mce-fragment=""1"">Q-Trak Indoor Air Quality Monitor Model 7575 provides quick, accurate information to assess key indoor air quality, or IAQ, parameters.</span>",Pine Environmental,Equipment,product_upload_october_13,true,Title,Default Title,,,,,'51215,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0065/4616/1748/products/7575_Q-Trak-I_VOC.jpg?v=1604419860,1,,false,,,,,,,,,,,,,,,,,lb,,,active
quest-evm-7-co-ppb-advanced-particulateair-quality-monitor,Quest EVM 7 CO-PPB  Advanced ParticulateAir Quality Monitor,"<p><span>The EVM-7 measures both particulates and air quality, and provides a lower cost of ownership by combining three instruments into one. Additional models include the EVM-3, specializing in direct reading of particulate mass concentrations, and the EVM-4, designed for indoor air quality studies.</span></p>",TSI Instruments,Equipment,"product_upload_october_13, Rental",true,Title,Default Title,,,,,'61318,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0065/4616/1748/products/Quest_EVM_Left_120c2eb3-5ae1-4298-9d1d-488bbc078f1b.jpg?v=1604417475,1,,false,,,,,,,,,,,,,,,,,lb,,,active
extendacam,ExtendaCam,"<span data-mce-fragment=""1"">Quickly access and inspect out-of-reach targets up to 20-feet away with the iShot Imaging XtendaCam® Manual Tilt Video Pole Inspection System. The XtendaCam® is designed specifically for viewing, illuminating, and recording inaccessible areas in a matter of minutes. The system boasts a 1/4-inch CCD zoom camera in a waterproof housing attached to a manual tilting mechanism allowing the user to change the vertical orientation of the camera in a 320-degree range. The camera system offers a crisp video output: 40 to 1 zoom ratio, auto-focus, variable shutter, gain, exposure, white balance, and backlight compensation. An LED light ring provides auxiliary lighting that reaches targets up to 25-feet away. The camera functions and lighting are controlled via a touch pad on the XtendaCam® body.</span>",Danatronics NDT,Equipment,"Rental, Tank & Vessel Cameras, Video Cameras",true,Title,Default Title,,,,,'52173,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0065/4616/1748/products/extenda.jpg?v=1603992488,1,,false,,,,,,,,,,,,,,,,,lb,,,active
mfe-mark-4-tank-floor-scanner,MFE Mark 4 Tank Floor Scanner,"<div data-mce-fragment=""1"">The Mark IV takes the precision, reliability, and durability of its predecessors to another level with upgraded, user-friendly software and a lightweight build. Its slim design boasts an unprecedented weight of only 65 lb. </div>
<div data-mce-fragment=""1""> </div>
<div data-mce-fragment=""1"">The convenience of using the new Mark IV will be outweighed only by the confidence in its reporting features and ability to discover volume loss in real-time with its true real-time display.</div>",MFE,Equipment,"Rental, Tank Floor Scanners",true,Title,Default Title,,,,,'56099,0.0,,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0065/4616/1748/products/56099-MFE-Mark-4-v1.png?v=1602800231,1,,false,,,,,,,,,,,,,,,,,lb,,,active
mfe-mark-4-tank-floor-scanner,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0065/4616/1748/products/56099-MFE-Mark-4-v2.png?v=1602800231,2,,,,,,,,,,,,,,,,,,,,,,
mfe-mark-4-tank-floor-scanner,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0065/4616/1748/products/56099-MFE-Mark-4-v3.png?v=1602800231,3,,,,,,,,,,,,,,,,,,,,,,
mfe-mark-4-tank-floor-scanner,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0065/4616/1748/products/56099-MFE-Mark-4-v4.png?v=1602800231,4,,,,,,,,,,,,,,,,,,,,,,
mfe-mark-4-tank-floor-scanner,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0065/4616/1748/products/56099-MFE-Mark-4-v5.png?v=1602862345,5,,,,,,,,,,,,,,,,,,,,,,
soundpro-dl-2-1-3-octave-datalogging-rta,SoundPro DL 2-1/3 Octave Datalogging RTA,"<p><span data-mce-fragment=""1"">TSI Quest™ SoundPro™ SE-DL Series Sound Level Meters come in a variety of models to meet your sound measurement needs. Several models feature octave band analysis, giving you the ability to conduct environmental noise monitoring and noise control evaluation.</span></p>
<p><span data-mce-fragment=""1"">TSI Quest SoundPro SE-DL Series Sound Level Meters and Real-Time Analyzers help provide advanced sound level monitoring and comprehensive data analysis. Instruments are available in Class/Type 1 and Class/Type 2 models. A large screen display allows for real-time frequency analysis and data-storing capabilities make it easy to post-process and evaluate workplace noise levels.</span></p>",Pine Environmental,"","",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0065/4616/1748/products/SoundPro_IMG_1.jpg?v=1602621417,1,,false,,,,,,,,,,,,,,,,,lb,,,active
solinst-101-wlm-p7-lm2-100-ft-laser-marked,Solinst 101 WLM- P7/LM2/100 ft (laser marked),"<span data-mce-fragment=""1"">The Model 101 Water Level Meter uses a choice of probe designs, attached to a permanently marked polyethylene tape, fitted on a well-balanced reel. It is powered by a standard 9 volt battery housed in an easy-access battery drawer. The conductors embedded within the tape each have seven strands of stainless steel for strength and flexibility. The probe incorporates an insulating gap between electrodes. When contact is made with water, the circuit is completed, activating a loud buzzer and a light. The water level is then determined by taking a reading directly from the tape at the top of the well casing or borehole.</span>",Solinst,Equipment,product_upload_october_13,true,Title,Default Title,,,,,'51703,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0065/4616/1748/products/1055_1024x1024_2x_602ec734-013f-42c1-a894-36c885d03b6f.jpg?v=1602616054,1,,false,,,,,,,,,,,,,,,,,lb,,,active
lamp11-7-ev-interchangeable-1-2-pid-rae-pgm-76-7600-7200,Lamp11.7 eV Interchangeable 1/2 PID -RAE PGM-76/7600/7200,"<span data-mce-fragment=""1"">405-0002 is for use with the RAE Systems MiniRAE 3000, MiniRAE 2000, ppbRAE, ppbRAE 3000 Photoionization Detector (PID). This Unit upgrades the MiniRAE 3000's 10.6eV Lamp to 11.7 eV.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">405-0003 replacement lamp module measures the broadest spectrum of compounds available for the MultiRAE Plus PID gas monitor. Because of the different type of lamp window needed to allow higher energy light to pass, the 11.7 eV lamp has the shortest lifespan and is the most expensive of the lamps RAE Systems offers for the MultiRAE Plus.</span>",Pine Environmental,Consumable,product_upload_october_13,true,Title,Default Title,,,,,'90160,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0065/4616/1748/products/rae-050-0001-000.jpg?v=1602615247,1,,false,,,,,,,,,,,,,,,,,lb,,,active
ridgid-seesnake-325ft-camera,Ridgid Seesnake 325ft Camera,"<span data-mce-fragment=""1"">The Ridgid SeeSnake 200 ft. Self-Leveling Color Reel Inspection Camera features a 100% hardened stainless steel camera head spring assembly for durability and long life. The high-intensity lights on the camera provide exceptional viewing, while the easy to use flexible transmitters provide fast locating (compatible with Ridgid locators). The self-leveling feature of the camera allows it to always be upright.</span>",Pine Environmental,Equipment,"product_upload_october_13, Rental",true,Title,Default Title,,,,,'55500,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0065/4616/1748/products/Ridgid-14058-325-Color-Reel.jpg?v=1602614449,1,,false,,,,,,,,,,,,,,,,,lb,,,active
tisch-te-1000-puf-pesticide-particulate-vapor-air-sampler,Tisch TE-1000 PUF Pesticide Particulate/Vapor Air Sampler,"<p data-mce-fragment=""1"">110 Volt 60 Hetz, Brush style motor, PUF Polyurethane Foam Ambient Air Sampler.   TE-PUF Poly-Urethane Foam sampler is a complete system designed to simultaneously collect suspended airborne particulates as well as trap airborne pesticide vapors at flow rates up to 280 liters per minute.</p>
<p data-mce-fragment=""1"">The TE-PUF features the latest in technological advances fUS EPA Method :or accurately measuring airborne particulates and vapors.</p>",Tisch Environmental,Equipment,product_upload_october_13,true,Title,Default Title,,,,,'51116,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0065/4616/1748/products/1327_1024x1024_2x_a4f6ab3a-e723-460e-95cb-beda47193901.jpg?v=1602613933,1,,false,,,,,,,,,,,,,,,,,lb,,,active
edge-5-noise-dosimeter-w-microphone-windscreens-edgedock-1,"EDGE 5 Noise Dosimeter w/Microphone Windscreens, EdgeDock-1","<span data-mce-fragment=""1"">The Edge 5 is an intrinsically safe, small, lightweight, data-logging noise dosimeter that provides real-time personal noise exposure readings. The Edge 5 carries approvals from ATEX, IECeX, and MSHA for use in volatile environments and features three independent dosimeter readings, eliminating the need for multiple studies. Designed to be user-friendly and intuitive, this noise dosimeter is an excellent solution for personal noise exposure monitoring in a variety of workplace environments.</span>",TSI,Equipment,product_upload_october_13,true,Title,Default Title,,,,,'55731,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0065/4616/1748/products/EG5.jpg?v=1602613177,1,,false,,,,,,,,,,,,,,,,,lb,,,active
steel-drum-attached-lid-55-gallon,Steel Drum - Attached Lid - 55 Gallon,Colors and sizes may vary.,Pine Environmental,Equipment,"product_upload_september_28, Rental",true,Title,Default Title,,,,,'71217,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0065/4616/1748/products/55_gallon_drum_1024x1024_2x_fb4bb5bc-f269-4397-8bd0-0d6ae58bdc3b.jpg?v=1602179265,1,,false,,,,,,,,,,,,,,,,,lb,,,active
pine-ig21-wireless-modem,Pine IG21 Wireless Modem,"<span data-mce-fragment=""1"">Samsara’s IG Series Industrial Controllers provide a modern platform that combines data collection, control, alerts, and analytics in an easy to deploy and easy to use system - from the plant floor to remote sites. Managed by Samsara’s secure cloud dashboard, the IG Series combines the capabilities of a programmable logic controller (PLC) or remote terminal unit (RTU) with a 4G LTE cellular gateway into a single device designed to meet the harsh demands of water/wastewater, oil and gas, and industrial environments.</span>",Samsara,Equipment,"product_upload_october_6, Rental",true,Title,Default Title,,,,,'51476,0.0,shopify,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0065/4616/1748/products/IG21-front-web.jpg?v=1602023649,1,,false,,,,,,,,,,,,,,,,,lb,,,active
